Datetime,Open,High,Low,Close,Volume,EMA_21,EMA_44,RSI_14,ATR_14,Engulfing_Signal,Price_Position,Volume_Ratio,Label
2023-09-06 16:00:00+00:00,34385.46875,34447.37109,34291.55859,34438.12109,54283218,34633.23659,34646.12066,24.81176028,87.28376116,1,0.2691249735,1.010794187,1
2023-09-08 12:00:00+00:00,34487.41016,34610.67969,34478.19922,34604.67969,0,34555.31596,34592.93109,58.11485139,87.55273438,1,0.4021320892,0,1
2023-09-08 14:00:00+00:00,34605,34627.85156,34555.26172,34589.85156,64649362,34562.65756,34593.35605,69.12091633,82.93219866,-1,0.3830887702,0.9510713643,0
2023-09-11 14:00:00+00:00,34714.55078,34714.98828,34578.58984,34651.44922,61751967,34585.23572,34596.5209,57.79685265,83.64648438,0,0.4621968044,0.9703221954,1
2023-09-12 14:00:00+00:00,34592.37109,34762.14063,34578.51953,34750.76953,69320644,34628.48757,34617.31736,61.70864669,80.64983259,0,0.6678255535,1.009212184,1
2023-09-14 18:00:00+00:00,34899.21875,34977.96875,34897.07813,34910.89063,73986239,34755.97515,34697.90482,68.6573876,94.38002232,0,0.9022769049,1.553775326,0
2023-09-15 18:00:00+00:00,34624.07031,34680.92188,34588.37891,34617.26172,85931927,34713.52948,34691.51427,52.69030134,98.43666295,-1,0.4245160727,1.925696618,1
2023-09-21 16:00:00+00:00,34247.03906,34314.14063,34205.21875,34213.21094,48221316,34472.49133,34550.05296,37.24321242,121.5970982,-1,0.03338122534,0.9127013584,1
2023-09-22 14:00:00+00:00,34113.28906,34156.14844,34072.28125,34111.46094,57304246,34336.39969,34461.16887,16.2107547,123.4626116,-1,0.1073005244,0.8751108082,1
2023-09-25 14:00:00+00:00,33821.75,33989.51172,33780.67188,33980.87109,51016467,34158.46478,34328.85987,37.57250511,115.3836496,0,0.1672093387,0.8232456852,0
2023-09-27 16:00:00+00:00,33445.87891,33495.07813,33306.30078,33452.78125,51843470,33725.2148,33973.75724,26.3521414,123.7179129,1,0.09964790136,1.149542823,1
2023-09-28 12:00:00+00:00,33519.44141,33643.21094,33473.5,33602.94922,0,33690.06863,33924.03064,41.7448681,121.4358259,1,0.2018043394,0,1
2023-10-02 18:00:00+00:00,33297.48828,33435.17188,33267.35938,33430.12891,68651835,33500.93165,33672.54293,38.80039465,151.8710938,0,0.2248266025,1.589462748,1
2023-10-04 12:00:00+00:00,33034.17969,33076.07813,32878.73047,32882.32813,0,33232.99747,33469.3954,30.38997838,144.4207589,-1,0.003159162085,0,0
2023-10-04 16:00:00+00:00,33103.76172,33132.78125,32911.87109,32962.17188,42836661,33164.53541,33394.51858,37.10468896,134.5281808,0,0.07772554883,0.8441307841,0
2023-10-04 18:00:00+00:00,32961.58984,33156.44922,32940.85938,33116.92969,69694434,33153.49627,33368.9653,38.17206046,138.4757254,0,0.212967799,1.59532917,1
2023-10-05 16:00:00+00:00,33032.17188,33132.44922,32941.55859,33107.46094,48754042,33114.04835,33303.88308,58.47428427,129.6280692,1,0.2295366241,1.087483734,1
2023-10-06 14:00:00+00:00,32977.46875,33470.14844,32977.46875,33369.03125,81838607,33140.00361,33277.9132,61.31758612,145.7553013,0,0.4987778255,1.338535545,1
2023-10-06 18:00:00+00:00,33502,33557.69141,33399.73828,33402.44141,78086126,33241.62044,33308.39168,62.65772147,141.2639509,-1,0.530696173,1.629877875,0
2023-10-10 16:00:00+00:00,33879.05078,33888.96875,33737.25,33766.07813,44518789,33533.87211,33449.41169,65.49667113,117.6361607,0,0.8743046963,0.8395354557,1
2023-10-12 12:00:00+00:00,33845.64844,33863.80078,33660.78125,33705.53906,0,33651.6699,33550.38095,45.10369155,107.171317,-1,0.8167185009,0,1
2023-10-12 18:00:00+00:00,33549.10938,33685.23828,33533.33984,33630.21875,65731587,33648.37723,33573.81396,44.0144844,122.5658482,0,0.7450720292,1.554179152,1
2023-10-13 16:00:00+00:00,33757.35156,33781.48828,33551.57813,33671.33984,50811423,33661.39666,33596.55889,49.01526736,157.6464844,0,0.7421815381,1.032152473,1
2023-10-13 18:00:00+00:00,33670.58984,33719.39063,33588.96875,33677.10156,73966460,33660.63961,33601.76947,45.2139791,162.5008371,1,0.7473686432,1.625099191,1
2023-10-16 18:00:00+00:00,33963.37109,34044.03125,33948.89844,33976.98828,66680293,33823.29186,33708.88861,63.02302314,155.141183,0,0.9098319925,1.53748785,0
2023-10-20 16:00:00+00:00,33262.64063,33349.26172,33199.10156,33208.46094,50490748,33531.23185,33627.55383,23.59755886,159.5817522,-1,0.009867269575,0.8778826092,1
2023-10-25 18:00:00+00:00,33042.64844,33105.69922,33015.96094,33037.69922,88669558,33142.43366,33283.75656,53.62755377,138.0373884,-1,0.115902076,1.533115264,1
2023-10-26 16:00:00+00:00,32855.32813,32920.23828,32743.99023,32912.91016,67288594,33045.2054,33203.38123,40.98460626,139.7958984,1,0.1327882822,0.9247896877,1
2023-10-27 14:00:00+00:00,32669.9707,32753.43945,32570.42969,32596.40039,78838046,32920.64243,33105.72176,20.98434241,129.2332589,-1,0.01948301226,0.9455074165,0
2023-10-31 18:00:00+00:00,32973.98047,33070.28125,32970.42188,33048.32031,70913674,32891.34203,32958.48346,88.72839214,124.3696987,0,0.7630974132,1.485543246,1
2023-11-03 14:00:00+00:00,33986.48047,34110.89844,33946.60156,34104.55078,67196102,33541.05209,33318.03368,98.26630961,123.2441406,0,0.9964412967,1.099106363,1
2023-11-07 16:00:00+00:00,34169.82031,34206.98047,34102.17969,34158.05859,47792910,33974.20327,33707.44731,58.28747167,71.87695313,0,0.9739746979,0.9224014824,1
2023-11-08 14:00:00+00:00,34185.92188,34252.75,34111.16016,34126.10938,29249549,34045.0538,33799.80287,52.73165833,72.63085938,-1,0.9213309197,1.230169051,1
2023-11-09 14:00:00+00:00,34163.71094,34167.53906,33983.25,34097.48828,34883493,34058.09156,33873.78582,43.23833647,84.46819196,0,0.8891034136,1.460505431,0
2023-11-10 14:00:00+00:00,34020.82031,34071.23047,33905.62109,34027.35156,85932688,34013.59485,33899.63381,43.22496275,106.8147321,1,0.8112938514,1.165965073,1
2023-11-14 16:00:00+00:00,34912.60156,34920.03125,34782.82031,34824.12891,49264005,34409.27838,34192.81824,78.10350693,103.858817,0,0.9095484237,0.7946725982,0
2023-11-14 18:00:00+00:00,34824.21875,34931.01172,34767.41016,34909.07031,59283622,34488.40517,34251.15763,77.44207346,107.8758371,1,0.9795177911,1.292091663,1
2023-11-20 14:00:00+00:00,34932.48828,35056.57813,34907.98047,35037.10156,36425063,34903.97512,34711.40525,70.67310549,70.16183036,0,0.9837262511,1.168649172,1
2023-11-21 20:00:00+00:00,35076.17969,35103.30859,35052.76953,35090.37109,39411121,35034.87527,34874.50458,63.07517939,69.06054688,1,0.865799012,1.425699251,1
2023-11-22 18:00:00+00:00,35273.07813,35289.57813,35194.58984,35289.57813,42035705,35134.36218,34966.86821,57.42470493,76.15792411,1,0.9742932506,0.9989814527,1
2023-11-28 14:00:00+00:00,35332.12891,35481.28906,35307.73047,35463.23828,31847482,35290.59745,35137.95993,71.40823661,65.03152902,0,0.9727846685,1.597610592,1
2023-11-29 16:00:00+00:00,35427.73047,35562.78125,35419.19922,35557.67188,47193069,35387.88031,35244.17909,75.5633693,72.67689732,0,0.992510993,0.9948670394,1
2023-12-01 18:00:00+00:00,36195.05078,36240.48047,36174.10156,36222.12109,57113584,35832.94924,35583.6706,90.58787743,115.4001116,0,0.9651163162,0.990569092,1
2023-12-04 16:00:00+00:00,36094.21875,36184.01172,36063.98047,36163.67969,50496269,35952.9731,35698.96268,80.73697243,107.7536272,0,0.916530505,0.7325970483,1
2023-12-05 16:00:00+00:00,36095.92188,36139.48828,36033.58984,36130.23047,54741557,36040.13887,35817.67256,42.90685773,86.73577009,1,0.8650621185,0.8403922954,1
2023-12-05 18:00:00+00:00,36130.16016,36158.76953,36094.35156,36152.60156,50032652,36056.52896,35845.17492,42.82384819,87.43861607,1,0.8859573928,0.9753920215,1
2023-12-06 14:00:00+00:00,36183.73047,36292.57813,36149.83984,36167.32031,32944261,36084.81234,35886.55152,58.0617917,84.3953683,-1,0.8762284135,1.229428902,0
2023-12-06 16:00:00+00:00,36166.91016,36177.30859,36119.28125,36176.23047,48692400,36097.58655,35910.13978,51.39536702,82.19363839,1,0.8840175074,0.842259608,1
2023-12-06 18:00:00+00:00,36176.28125,36192.78906,36060.51953,36071.48828,48488914,36098.43642,35926.92746,40.18401789,87.16685268,0,0.7786533596,1.048979559,0
2023-12-07 16:00:00+00:00,36044.51953,36153.23828,36035.07813,36140.98828,53741206,36095.91188,35960.10597,50.98399314,76.66489955,0,0.8407512885,0.9166998147,1
2023-12-07 18:00:00+00:00,36141.14063,36164.17188,36106.67969,36123.23047,47566253,36102.84966,35975.41245,47.22236588,74.3250558,-1,0.814914273,1.051221035,0
2023-12-08 14:00:00+00:00,36084.82031,36261.98828,36061.64063,36141.62891,83170920,36116.38401,35998.55616,47.68723319,80.14341518,0,0.8297605202,1.142568512,1
2023-12-14 16:00:00+00:00,37162.91016,37287.5,37148.10156,37150.33984,78281170,36772.6418,36515.26954,84.0317219,108.6286272,-1,0.8916201876,1.254859291,0
2023-12-15 14:00:00+00:00,37194.5,37270.62891,37092.01953,37262.80078,41821035,36942.21035,36658.22881,80.36303689,126.6328125,1,0.9804834234,1.264846255,1
2023-12-15 16:00:00+00:00,37281.55859,37295.62109,37245.58984,37271.14844,63126528,37000.83351,36712.28852,80.78567732,128.1958705,-1,0.980785745,0.8883642494,0
2023-12-18 14:00:00+00:00,37330.14063,37392.71094,37296.10938,37385.01172,32809788,37107.91583,36827.27007,62.51829839,103.8546317,1,0.9943832552,0.9102419927,1
2023-12-20 14:00:00+00:00,37520.12891,37587.92969,37460.60938,37587.67969,28367612,37381.54528,37126.98911,65.9950057,65.64787946,1,0.9998071104,1.119439337,1
2023-12-22 16:00:00+00:00,37447.07813,37477.19141,37424.62109,37465.92188,41007481,37380.8754,37255.2238,44.9912916,139.8540737,1,0.8363257226,0.7377582563,1
2023-12-26 16:00:00+00:00,37474.30078,37535.33984,37473.87109,37526.78906,40945148,37416.3835,37307.53867,67.41355955,98.20535714,0,0.8058403539,0.693150156,1
2023-12-26 20:00:00+00:00,37584.23828,37601.67969,37523.55078,37546.78906,27936600,37452.52417,37339.96667,58.87249469,90.9031808,-1,0.8336827634,1.131249332,1
2023-12-27 14:00:00+00:00,37518.62109,37632.21875,37488.60156,37591.73828,25810291,37479.1401,37363.11051,60.23268258,82.67801339,0,0.912782265,1.094992953,0
2023-12-27 18:00:00+00:00,37643.75,37655.39844,37546.10156,37605.87109,42122892,37523.40824,37405.70558,70.14943216,73.42327009,0,0.8725508383,0.8883066337,1
2023-12-29 14:00:00+00:00,37701.62891,37759.42969,37591.57031,37594.17969,26947554,37633.8453,37514.98889,50.26038846,73.9031808,-1,0.7383556185,1.412610069,1
2024-01-02 20:00:00+00:00,37614.83984,37728.78125,37606.26953,37723.87109,49512778,37666.03467,37583.31702,50.29571064,98.38030134,1,0.9076660747,2.084492541,0
2024-01-03 18:00:00+00:00,37573.37109,37614.07813,37454.41016,37477.67969,53048597,37603.22558,37568.35945,36.88480852,121.2885045,-1,0.4614255313,0.9903726598,0
2024-01-04 14:00:00+00:00,37425.28125,37716.41016,37425.28125,37694.44141,50982727,37598.06367,37569.59385,50.45709376,126.5239955,0,0.8165064043,1.678565395,0
2024-01-04 16:00:00+00:00,37695.33984,37709.64844,37512.01953,37568.30078,65778551,37593.1949,37569.63392,42.73037589,128.859654,0,0.5744864233,0.882372715,1
2024-01-10 16:00:00+00:00,37573.17969,37614.92188,37543.71094,37572.78906,43257193,37524.009,37523.04948,58.81946378,100.4659598,-1,0.5982376946,0.7907266519,1
2024-01-10 20:00:00+00:00,37663.28906,37711.80078,37609.23047,37686.07031,43681995,37562.34096,37542.81833,50.43176145,101.0689174,1,0.8076920299,1.584153096,1
2024-01-11 14:00:00+00:00,37747.14063,37801.89844,37428.87891,37474.85938,36011581,37553.28068,37540.05797,50.86325159,110.7064732,0,0.4082456302,1.388316543,1
2024-01-11 16:00:00+00:00,37471.69141,37612.19922,37424.28125,37595.42188,49330164,37549.9985,37539.42484,59.33829143,114.9882813,1,0.6263950636,0.8863956024,1
2024-01-12 14:00:00+00:00,37818.05078,37825.26953,37470.19141,37544.16016,33875795,37578.65276,37557.73456,48.21446182,130.1950335,0,0.5119893669,1.33895985,1
2024-01-12 16:00:00+00:00,37544.32813,37585.51953,37481.62109,37575.12109,42645034,37573.41399,37556.86858,50.13504649,134.9394531,1,0.5657380784,0.7232254601,1
2024-01-16 18:00:00+00:00,37363.44141,37374.55859,37201.39063,37278.5,62881372,37473.15985,37509.19377,26.51467733,122.4673549,0,0.1235967016,1.223949532,0
2024-01-18 16:00:00+00:00,37245.53906,37292.51172,37157.05859,37195.71094,61149706,37310.89807,37396.39697,38.57043978,111.9659598,0,0.1036019,0.8886123235,0
