Datetime,Open,High,Low,Close,Volume,EMA_21,EMA_44,RSI_14,ATR_14,Engulfing_Signal,Price_Position,Volume_Ratio,Label
2023-09-06 16:00:00+00:00,34385.46875,34472.78906,34291.55859,34441.10938,133113656,34600.49815,34628.61378,20.15442309,85.97126116,0,0.1920636115,1.792655342,1
2023-09-08 12:00:00+00:00,34487.41016,34627.85156,34478.19922,34589.85156,64649362,34562.65756,34593.35605,69.12091633,82.93219866,-1,0.3830887702,0.9510713643,0
2023-09-11 12:00:00+00:00,34650.01172,34784.51953,34578.58984,34651.44922,61751967,34585.23572,34596.5209,57.79685265,83.64648438,0,0.4621968044,0.9703221954,1
2023-09-12 12:00:00+00:00,34620.01953,34762.14063,34560.55078,34750.76953,69320644,34628.48757,34617.31736,61.70864669,80.64983259,0,0.6678255535,1.009212184,1
2023-09-14 16:00:00+00:00,34883.85938,34977.96875,34883.53125,34910.89063,122743571,34755.97515,34697.90482,68.6573876,94.38002232,0,0.9022769049,1.553775326,0
2023-09-15 16:00:00+00:00,34713.87109,34741.87109,34572.26953,34617.26172,146146037,34713.52948,34691.51427,52.69030134,98.43666295,-1,0.4245160727,1.925696618,1
2023-09-21 16:00:00+00:00,34247.03906,34314.14063,34058.71875,34065.26953,128310224,34406.71801,34510.43748,27.72445099,123.8892299,0,0.007126223824,1.739561831,1
2023-09-22 12:00:00+00:00,34077.07813,34156.14844,34007.30859,34111.46094,57304246,34336.39969,34461.16887,16.2107547,123.4626116,-1,0.1073005244,0.8751108082,1
2023-09-25 12:00:00+00:00,33907.58984,33989.51172,33780.67188,33980.87109,51016467,34158.46478,34328.85987,37.57250511,115.3836496,0,0.1672093387,0.8232456852,0
2023-09-27 16:00:00+00:00,33445.87891,33639.91016,33306.30078,33552.17969,129126160,33698.78057,33938.96466,29.74895969,130.7469308,0,0.1672667845,1.653789294,1
2023-09-28 12:00:00+00:00,33519.44141,33773.71094,33473.5,33771.76953,67227036,33696.95312,33907.04835,52.52294514,125.7421875,0,0.3166496153,1.265630491,1
2023-10-02 16:00:00+00:00,33293.69922,33435.17188,33219.55859,33430.12891,113142908,33500.93165,33672.54293,38.80039465,151.8710938,0,0.2248266025,1.589462748,1
2023-10-04 12:00:00+00:00,33034.17969,33121.10156,32873.23047,33103.41016,63197091,33204.40206,33434.44907,42.34057265,136.4737723,0,0.2011531332,0.9946557598,0
2023-10-04 16:00:00+00:00,33103.76172,33156.44922,32911.87109,33116.92969,112531095,33153.49627,33368.9653,38.17206046,138.4757254,0,0.212967799,1.59532917,1
2023-10-05 16:00:00+00:00,33032.17188,33174.37891,32941.55859,33118.26953,118003227,33116.4148,33288.59034,55.33633381,125.6353237,0,0.2401286198,1.462486523,1
2023-10-06 12:00:00+00:00,33040.69922,33470.14844,32846.94141,33369.03125,81838607,33140.00361,33277.9132,61.31758612,145.7553013,0,0.4987778255,1.338535545,1
2023-10-06 16:00:00+00:00,33370.21875,33557.69141,33331.96094,33402.44141,128212705,33241.62044,33308.39168,62.65772147,141.2639509,-1,0.530696173,1.629877875,0
2023-10-10 16:00:00+00:00,33879.05078,33888.96875,33713.69141,33743.85938,101984625,33569.78964,33474.73262,72.18248912,113.0491071,0,0.8531696931,1.300366142,1
2023-10-12 12:00:00+00:00,33845.64844,33863.80078,33653.21094,33818.87891,62431921,33673.68229,33570.11615,46.02969218,107.3875558,0,0.9245300546,1.165488547,1
2023-10-12 16:00:00+00:00,33818.39063,33819.78906,33455.60156,33630.21875,122919609,33648.37723,33573.81396,44.0144844,122.5658482,0,0.7450720292,1.554179152,1
2023-10-13 16:00:00+00:00,33757.35156,33781.48828,33551.57813,33677.10156,124777883,33660.63961,33601.76947,45.2139791,162.5008371,1,0.7473686432,1.625099191,1
2023-10-16 16:00:00+00:00,34000.48047,34056.64844,33894.05078,33976.98828,112894546,33823.29186,33708.88861,63.02302314,155.141183,0,0.9098319925,1.53748785,0
2023-10-20 16:00:00+00:00,33262.64063,33349.26172,33118.12109,33122.76172,120515615,33466.19713,33586.69021,24.92464336,153.8102679,0,0.004507615138,1.506930402,1
2023-10-25 16:00:00+00:00,33132.48047,33174.46875,32995.48047,33037.69922,149152162,33142.43366,33283.75656,53.62755377,138.0373884,-1,0.115902076,1.533115264,1
2023-10-26 16:00:00+00:00,32855.32813,33020.75,32743.99023,32783.78125,157022867,33008.50098,33171.36591,34.52339359,147.5174386,0,0.03174061593,1.573626443,1
2023-10-27 12:00:00+00:00,32782.39844,32787.55859,32570.42969,32596.40039,78838046,32920.64243,33105.72176,20.98434241,129.2332589,-1,0.01948301226,0.9455074165,0
2023-10-31 16:00:00+00:00,32916.62891,33070.28125,32875.44922,33048.32031,117461574,32891.34203,32958.48346,88.72839214,124.3696987,0,0.7630974132,1.485543246,1
2023-11-03 12:00:00+00:00,33988.82813,34110.89844,33946.60156,34104.55078,67196102,33541.05209,33318.03368,98.26630961,123.2441406,0,0.9964412967,1.099106363,1
2023-11-07 16:00:00+00:00,34169.82031,34206.98047,34102.17969,34163.94141,98352653,34007.38839,33747.25406,58.80334351,68.85714286,0,0.9771042176,1.170080621,1
2023-11-08 12:00:00+00:00,34185.92188,34252.75,34111.16016,34126.10938,29249549,34045.0538,33799.80287,52.73165833,72.63085938,-1,0.9213309197,1.230169051,1
2023-11-09 12:00:00+00:00,34163.71094,34167.53906,33983.25,34097.48828,34883493,34058.09156,33873.78582,43.23833647,84.46819196,0,0.8891034136,1.460505431,0
2023-11-10 12:00:00+00:00,34020.82031,34071.23047,33905.62109,34027.35156,85932688,34013.59485,33899.63381,43.22496275,106.8147321,1,0.8112938514,1.165965073,1
2023-11-14 16:00:00+00:00,34912.60156,34931.01172,34767.41016,34909.07031,108547627,34488.40517,34251.15763,77.44207346,107.8758371,1,0.9795177911,1.292091663,1
2023-11-20 12:00:00+00:00,34932.48828,35056.57813,34907.98047,35037.10156,36425063,34903.97512,34711.40525,70.67310549,70.16183036,0,0.9837262511,1.168649172,1
2023-11-21 20:00:00+00:00,35076.17969,35103.30859,35052.76953,35090.37109,39411121,35034.87527,34874.50458,63.07517939,69.06054688,1,0.865799012,1.425699251,1
2023-11-22 16:00:00+00:00,35236.53906,35315.19922,35194.58984,35289.57813,82772205,35134.36218,34966.86821,57.42470493,76.15792411,1,0.9742932506,0.9989814527,1
2023-11-28 12:00:00+00:00,35332.12891,35481.28906,35307.73047,35463.23828,31847482,35290.59745,35137.95993,71.40823661,65.03152902,0,0.9727846685,1.597610592,1
2023-11-29 16:00:00+00:00,35427.73047,35579.12891,35419.19922,35429.87109,103674413,35404.57202,35265.15077,58.0336321,79.13532366,0,0.7856441615,1.454071523,1
2023-12-01 16:00:00+00:00,36063.71094,36264.85156,36032.55078,36222.12109,120972141,35832.94924,35583.6706,90.58787743,115.4001116,0,0.9651163162,0.990569092,1
2023-12-04 16:00:00+00:00,36094.21875,36202.76172,36063.98047,36177.08984,103598641,35990.63069,35739.88188,78.52709379,100.4087612,0,0.9198202764,0.9445108029,1
2023-12-05 16:00:00+00:00,36095.92188,36158.76953,36033.58984,36152.60156,104774209,36056.52896,35845.17492,42.82384819,87.43861607,1,0.8859573928,0.9753920215,1
2023-12-06 12:00:00+00:00,36183.73047,36292.57813,36149.83984,36167.32031,32944261,36084.81234,35886.55152,58.0617917,84.3953683,-1,0.8762284135,1.229428902,0
2023-12-06 16:00:00+00:00,36166.91016,36192.78906,36060.51953,36071.48828,97181314,36098.43642,35926.92746,40.18401789,87.16685268,0,0.7786533596,1.048979559,0
2023-12-07 16:00:00+00:00,36044.51953,36164.17188,36035.07813,36123.23047,101307459,36102.84966,35975.41245,47.22236588,74.3250558,-1,0.814914273,1.051221035,0
2023-12-08 12:00:00+00:00,36084.82031,36261.98828,36061.64063,36141.62891,83170920,36116.38401,35998.55616,47.68723319,80.14341518,0,0.8297605202,1.142568512,1
2023-12-14 16:00:00+00:00,37162.91016,37287.5,37051.51953,37207.60938,163353072,36844.92472,36573.79511,83.76582574,114.7781808,0,0.9368728413,1.451544671,0
2023-12-15 12:00:00+00:00,37194.5,37270.62891,37092.01953,37262.80078,41821035,36942.21035,36658.22881,80.36303689,126.6328125,1,0.9804834234,1.264846255,1
2023-12-15 16:00:00+00:00,37281.55859,37295.62109,37152.33984,37227.12891,126444993,37034.07745,36753.93622,64.18860174,106.953683,0,0.9462246212,0.9843438413,0
2023-12-18 12:00:00+00:00,37330.14063,37392.71094,37296.10938,37385.01172,32809788,37107.91583,36827.27007,62.51829839,103.8546317,1,0.9943832552,0.9102419927,1
2023-12-20 12:00:00+00:00,37520.12891,37587.92969,37460.60938,37587.67969,28367612,37381.54528,37126.98911,65.9950057,65.64787946,1,0.9998071104,1.119439337,1
2023-12-22 16:00:00+00:00,37447.07813,37477.19141,37268.87891,37421.51953,87026234,37376.88401,37264.00123,58.41411077,133.703125,0,0.7378790491,0.9395741761,1
2023-12-26 16:00:00+00:00,37474.30078,37617.98828,37473.87109,37583.46094,78214357,37443.09768,37330.34702,64.89725618,91.86914063,0,0.8982161883,0.8426676309,1
2023-12-26 20:00:00+00:00,37584.23828,37601.67969,37523.55078,37546.78906,27936600,37452.52417,37339.96667,58.87249469,90.9031808,-1,0.8336827634,1.131249332,1
2023-12-27 12:00:00+00:00,37518.62109,37632.21875,37488.60156,37591.73828,25810291,37479.1401,37363.11051,60.23268258,82.67801339,0,0.912782265,1.094992953,0
2023-12-27 16:00:00+00:00,37591.87109,37683.69922,37546.10156,37605.87109,86597155,37523.40824,37405.70558,70.14943216,73.42327009,0,0.8725508383,0.8883066337,1
2023-12-29 12:00:00+00:00,37701.62891,37759.42969,37591.57031,37594.17969,26947554,37633.8453,37514.98889,50.26038846,73.9031808,-1,0.7383556185,1.412610069,1
2024-01-02 20:00:00+00:00,37614.83984,37728.78125,37606.26953,37723.87109,49512778,37666.03467,37583.31702,50.29571064,98.38030134,1,0.9076660747,2.084492541,0
2024-01-03 16:00:00+00:00,37479.53906,37614.07813,37442.60938,37477.67969,104760273,37603.22558,37568.35945,36.88480852,121.2885045,-1,0.4614255313,0.9903726598,0
2024-01-04 12:00:00+00:00,37425.28125,37716.41016,37425.28125,37694.44141,50982727,37598.06367,37569.59385,50.45709376,126.5239955,0,0.8165064043,1.678565395,0
2024-01-04 16:00:00+00:00,37695.33984,37709.64844,37490.96094,37505.67188,118210464,37580.42553,37565.31863,45.0020031,123.0848214,0,0.4543233379,0.9657862392,1
2024-01-10 16:00:00+00:00,37573.17969,37740.76953,37543.71094,37663.62891,97732506,37549.96802,37536.15545,54.00314054,100.2547433,0,0.7661984038,1.184875667,1
2024-01-10 20:00:00+00:00,37663.28906,37711.80078,37609.23047,37686.07031,43681995,37562.34096,37542.81833,50.43176145,101.0689174,1,0.8076920299,1.584153096,1
2024-01-11 12:00:00+00:00,37747.14063,37801.89844,37428.87891,37474.85938,36011581,37553.28068,37540.05797,50.86325159,110.7064732,0,0.4082456302,1.388316543,1
2024-01-11 16:00:00+00:00,37471.69141,37737.96094,37424.28125,37680.08984,105444918,37571.9013,37551.30365,63.26414331,114.9277344,0,0.7795958468,1.329992208,1
2024-01-12 12:00:00+00:00,37818.05078,37825.26953,37470.19141,37544.16016,33875795,37578.65276,37557.73456,48.21446182,130.1950335,0,0.5119893669,1.33895985,1
2024-01-12 16:00:00+00:00,37544.32813,37633.01953,37481.62109,37556.17969,88461339,37574.53868,37558.9237,43.37905039,129.1835938,0,0.5328554766,1.060831088,1
2024-01-16 16:00:00+00:00,37415.10938,37456.19922,37201.39063,37278.5,124004643,37473.15985,37509.19377,26.51467733,122.4673549,0,0.1235967016,1.223949532,0
2024-01-18 16:00:00+00:00,37245.53906,37480.03125,37157.05859,37480.03125,120637498,37334.03017,37400.46879,61.91270054,117.3674665,0,0.508431872,1.130916448,1
2024-01-19 12:00:00+00:00,37572.5,37661.44141,37451.71094,37632.75,36126962,37390.11313,37420.40502,67.39945765,120.2078683,1,0.7258807302,1.308105161,1
2024-01-29 16:00:00+00:00,38103.91016,38340.05078,38061.17188,38296.28125,107227161,38069.85803,37953.15409,82.52954285,90.0265067,0,0.9552769596,0.9513450758,1
2024-01-31 12:00:00+00:00,38426.78125,38588.85938,38426.78125,38494.12891,40861538,38293.92094,38125.7469,87.19684698,79.49107143,0,0.8805640101,1.413995181,1
2024-01-31 16:00:00+00:00,38496.98047,38553.39063,38215.71094,38238.01953,139689937,38325.4095,38171.16349,45.3604335,98.70814732,0,0.5576618106,1.783717978,1
2024-02-01 16:00:00+00:00,38192.76953,38497.85156,38191.96094,38488.26172,112336595,38332.98275,38214.66836,50.27129572,136.2784598,0,0.8731666716,0.9106891154,1
2024-02-02 20:00:00+00:00,38780.28125,38781.60938,38648.39063,38653.03125,45618110,38484.64835,38334.37749,72.23231358,139.577567,-1,0.8678120243,1.242946142,1
2024-02-05 16:00:00+00:00,38277,38476.10156,38268.85156,38465.58984,106654946,38438.03855,38343.4165,49.0285347,133.4051339,0,0.6570210507,0.9004576944,1
2024-02-05 20:00:00+00:00,38467.53125,38489.80859,38368.71094,38368.71094,38388977,38431.73604,38344.5407,44.0830299,136.8577009,-1,0.5220875403,1.275341887,1
2024-02-09 12:00:00+00:00,38731.96875,38734.28125,38620.67188,38632.92188,36972054,38617.45474,38526.38229,45.8466111,73.21735491,0,0.7773295009,1.476115144,1
2024-02-09 16:00:00+00:00,38633.30859,38717.73047,38567.89844,38672.25,110950700,38632.36729,38549.21503,49.02259287,71.20758929,0,0.8354400425,1.09316719,1
2024-02-12 12:00:00+00:00,38656.76172,38830.94141,38628.92188,38828.17969,29012611,38657.10855,38572.15464,77.77440046,70.38839286,0,0.9961860064,1.123598908,1
2024-02-12 20:00:00+00:00,38773.57813,38815.48047,38773.08984,38807.44922,37174360,38719.37607,38623.25299,57.41630734,74.84765625,1,0.8307169311,1.393503458,1
2024-02-13 16:00:00+00:00,38380.14063,38403.60938,38039.85938,38086.03125,104294831,38504.25827,38530.4443,25.06943983,130.3696987,0,0.0520411398,1.309709606,1
2024-02-13 20:00:00+00:00,38085.85938,38279.96094,38075.76953,38275.32813,44640606,38483.44644,38519.1058,35.58957421,141.4656808,1,0.2654010074,1.680551236,1
2024-02-14 12:00:00+00:00,38372.67188,38420.66016,38247.16016,38320.44141,30589211,38460.80326,38504.741,31.61643448,147.6930804,-1,0.3162489874,1.236834654,0
2024-02-15 16:00:00+00:00,38565.89844,38773.55078,38558.07031,38755.35156,101999408,38526.82925,38517.43966,84.50966333,123.1063058,0,0.8064439435,1.023179346,1
2024-02-16 16:00:00+00:00,38728.80859,38825.03125,38627.01953,38685.69922,92261110,38632.20731,38579.04006,67.67010467,107.7078683,0,0.7279375506,0.9626133763,1
2024-02-21 16:00:00+00:00,38510.53906,38551.51172,38338.57813,38390.73047,109568870,38541.34698,38551.22818,26.04101887,105.8858817,0,0.3954730372,1.089132223,0
